sentiment,content
happiness,"@joolzgirl oh no! u must get 1!!!lol mum still isnt convinced, and we have 3"
happiness,OMG I FINISHED MY HISTORY CHILDRENS BOOK!!!! JUST NEED 2 MAKE IT PRETTY AND PRINT IT OFF AND IM DONE!!! WHOO!!!
sadness,@batman_sounds bicycle? Sucks i cant ride with you
sadness,My brain hurts
happiness,I got the new Silverstein CD. aha. Its AMAZING.  I highly recomend it.
happiness,"Watching the best movie ever: The NeverEnding Story!  I wish my babbby was with me, though."
happiness,watching snl with my ucsd girls and laughing about twitter/blackberry jokes  thought i'd tweet that.
sadness,@imjustcreative com'on dude always think that things can get worst
happiness,"Home from Ghosts of Girlfriends past with my lovely luddite  Not exactly high theatre, but a good date movie!"
sadness,I miss my daddy so much.
sadness,I missed the math trade
sadness,Just found out one of my coworkers that I actually like is leaving.
sadness,@smiley92 u have a lot  but the bad thing is we r gonna have finals all next week
sadness,http://twitpic.com/67k9w - - My besties. If only @DemtriaLovato was there.
sadness,"Oh yeah, this is why I don't like waking up early.  Around mid-day I get all tired."
sadness,"this evening,picking up n'pop and go for dinner at Ta Lum Tum Tum (som-tum),Major Avenue..decided to go home(not clubing tonite).."
happiness,@tractorqueen Will do
sadness,pengen nonton Friens of mine comeback show di prost beer house kemang besok.. tapi ga bisaaaaaaaaaa..
sadness,"Dad: &quot;No trips to Lahore for you.&quot; Me: &quot;I do live in DC &amp; NYC which also = big targets.&quot; Bummer, no Pizza Hut chicken tikka pizza for me"
happiness,Followed by the great Super Mazembe. One of the favorites around here  ? http://blip.fm/~5jkbp
sadness,"Sorry, It's hard finding Imeem free stuff  rb@Deesound: like that David Starfire but will like it more with a... ? http://blip.fm/~7a9fu"
happiness,my head feels sooooooooooo much better
happiness,"i have twitter, sooo i'm pretty damn cool now"
happiness,Yay my friend Glen is here. Now i'm like this
happiness,just saw UP  it was a cute movie (:passed by a place called a peasants kitchen. wtf? that names kinda sad
happiness,I am now Vice President of Social and Cultural Affairs at Southwestern College
sadness,Now @mumbly_joe is trying to guilt me into coming to Alumni Weekend. I don't think I can make that either this year. I suck a lot.
happiness,Got told I got a good chance at gettin the job  I am so so excited .omgggg. When I come back I want too...
happiness,@dopenhagen are you in KL? I am  up for a drink?
sadness,"Gutted, been invited to a bbq tomorrow night, gonna miss the BGT final   ...Wonder if they can wheel the TV outside??"
happiness,@QuiMo haha Mon...Do you really want me too send it?
happiness,"LOVED AP Tour in Columbus, OH last night! I'm still exhausted! Goin to bed now so sweet dreams!! gnight!!"
sadness,i really cant take this.
sadness,Blah to car repairs... almost 600 dollars...   Shopping around for a better deal.
happiness,the sun is shinning! im off out!!
happiness,"@kellieann1 haha hi mum! wow yes, very modern of you. now you just need to get a facebook account! p.s. talk to me by writing @mattcaplin"
happiness,@janice7092001  I know  lol . I'll grin and bear it
happiness,Jon made one of the greatest dinners ever: roast pork tenderloin on a bed of wild rice on a bed of mixed greens &amp; yummy sauce. No wine
happiness,Watching Groove the movie with @mikecase my hubby!
happiness,"@veeriwhoa OH SILENCE VERONA!  I AM WANTING TO GO   jaja, enjoyyitverymuch and bring me phothos of Danny and dougie ?"
happiness,Listening to nin and working on my break. ALMOST as good as being at the show.....  rock out extra hard @SarfaBarfa
happiness,@IngridHolliday good morning
sadness,@Nic0pic0 Lots of things Nico. Gud news: I have a job Bad news: Its in the middle of nowhere. Got my phone 4 twitter but cnt play videos.
sadness,"I am soooo hungry. But waiting for bf to get home, he has car trouble and is waiting for the mechanic to help him..."
sadness,@aquafreak123   me too.  it depresses me thinking about it.
happiness,LOL. My moms present cost 69 dollars.
sadness,what am I going to do without my @brandinmusic?!  SKYPE! haha
happiness,sittin at home watchin monster in-law waitin for pizza.. yum yum
happiness,"@Elise_Smith they are very yummy, i'm eating one too!  BAGELS!"
sadness,"Wishing I could go with @boulderdiaries to SoCo to go climb, instead I'm stuck at work all weekend"
happiness,http://twitpic.com/4whaf Tonight's art show was a success.
sadness,My siblings left me alone.   Bored. (:|
sadness,"@RealRobBrydon Hi Rob, will you be coming back and doing any more shows in Wales again soon? Missed you the first time."
sadness,@esatt you don't wanna see me while you're here?
sadness,HAPPY MOTHER DAY TO ALL THE MOTHER'S IN THE ENTIRE WORLD WE DESERVED A DAY JUST FOR US RIGHT...
happiness,installed the iNav iBlue v2 Theme...gives a fresh feel    http://twitpic.com/4jfg4
happiness,"barely awake, eating breakfast.. marathon morning!   Good luck to all the racers, and happy Mother's Day!"
sadness,"@realdawnsummers haha, because I'm at &quot;work&quot; and can't read anything"
sadness,I had a bad dream an now i cant go to sleep   KEILIGIRL254
happiness,"watered the tomato plants, pepper plants and lettuce, feeling all homely! off out with Freddie for a fun-packed day"
sadness,Why hasn't he called. I'm being blown off yet again.
happiness,@aulia &quot;alternate means of acquisition&quot; sounds sorta noble
happiness,"yay, just got my stuff from rygegrej.dk  Perfect tastes like banana and apple"
happiness,"Goodnight  PS- thanks for jailbreaking my iPod, stacie &lt;3"
sadness,@banjoist123 may I ask what bluegrass means? Sorry in advance for looking a bit silly by asking
sadness,missing @justbrad on his birthday
happiness,@mundah and I'm really glad you were able to watch the game
sadness,Earthlink says our modem is dead.  They want me to buy a new one or sign up for a one year contract ARGH!!!
happiness,"@HansenBanana Kayyy XD Yeah, everyone always talks about the part where the dog dies  I need to find a movie that you haven't seen now XD"
happiness,"Oh noesss seniors last day  However, tickling will till he was on the floor giggling made it totally worth it. Plus, a senior sandwhich!"
sadness,At home sick.. On a friday...studying is all im doing at this point.. My weekend is so ruined
sadness,"@angiemartinez me too.  I was in Florida last weekend for the rain.  Came back home to RI, rain.  Terrible"
sadness,@ work again
sadness,Where is the boss... I'd like to have my check and leave please!
happiness,@laurenmontonen I DIDDDD. I MET THEM AGAIN
sadness,I want some pineapple! I miss my baby
happiness,"@acchanosaurus good luck chan! gue kmrn bawa backpack kosong, quite helping"
sadness,So hyped about E3. I wish I could go...
sadness,Has a head cold
sadness,@krooyakkers what I thought ur going somewhere that's why I didn't invitw u
happiness,@marcftsk haha thanks for clarifying that.i thought u meant mr bello. I wish i could be there! That where my cousins live
sadness,@trellthms what r u doing tonight bro?I wanna go out
sadness,"Changed my hairstyle,but it isn't good as it supposed to be~~N I don't think it wealthed that much money..  hate that hairdresser~~;("
sadness,@majayy what about me  I miss you too!
happiness,"@RODSMACK_10k much appreciated!  yeah, it sure is a challenge and a great reward. wouldn't trade it for anything."
happiness,May the 4th be with you. Happy Star Wars Day!  http://ow.ly/52Aw
sadness,The Matrix Online shuts down next month...wow...I feel kinda sad about it
happiness,And the sun is back up again.  Could we have more of the kind of weather we had last January and February? I like jackets.
happiness,@ubernostrum I really ought to pay more attention to my phone tweets... Sure! The more moives the better.
happiness,http://twitpic.com/4ws3m - I love family guy  2 hours of work to go..
happiness,"@heyrbk ohh shardup! hehe. hes hot lah, gotta admeeet! bleh."
sadness,"Today Dan bought me Bio Dome AND the Reality Bites Soundtrack! Needless to say he gets MAYJAH points!  Also, my tummy is not happy. Boo."
happiness,Time to snuggle up in bed with the electric blankie on
happiness,"@Sweet_Libertine um, glad you enjoyed it..."
happiness,in park slope brooklyn working the bust photoshoot. this is so exciting! &amp;no more fever! but my tonsils are the size of golfballs
sadness,@_peanut_ Thank you. Now we'll just have to see how long it takes me to finish the damn thing.
happiness,O dnt even like wearing  my skinny jean no more cuz of yall bitch ass ni99as...
happiness,"http://tinyurl.com/c4z6gn Wow.. Wow.. hope, i too get that sort of Guts in near future"
sadness,Working!!! Still sick
sadness,@lululemon thanks.  Sadly the streamline top II is sold out. Streamline trunk II is available in my size but that only gets me halfway.
happiness,@LifeByChocolate alredy had my chocolate  it is impossible to resist ;)
happiness,just left work. inventory was way easy  and I got to put in my highschool musical 3 cd! it was amazing. goodnight goodnight everyone :]
happiness,@katevoegele that was an amazing concert!!! got some really good video and pictures
sadness,@dougreport how can I read the Floyd article says it's private
sadness,@birdsandbones meeee too. i am listening to sad music and missing you.  ps - http://www.daytrotter.com/
happiness,about to drink a hot chocolate  yummy.
sadness,"When life, as you know it, doesn't exist anymore."
happiness,@JennaMadison hehehehehe.....it play time now cutie!  lol lol
happiness,@PetiteAntoin oh that's cool   Thanks!!
happiness,"@introversimonDu sounds good.  and yeah, I turn 21 tomorrow so I'll definitely be partying."
sadness,soo tired.. still kinda angry that i missed the concert
sadness,: doc said my bones look &quot;fine enough.&quot; also should see a rhumatologist. I'm such am old lady now
sadness,Im heading home. gotta work sunday.
sadness,This is a big weekend... final project is due Sunday Night... I will be at this computer all day and night....
sadness,"@vian1309 yeah real hard, but I know you'll get by with it... smile"
sadness,First time I'm going home early  sucks to b single no one to call
sadness,"@gi_ri_ja  it sucks, doesn't it?"
happiness,is about to eat a hot link torta!!
sadness,@gimboland sorry change of plans for me   :'( revision for monday exam in a park with one of my friends
sadness,@katiefreeze I miss you!!!! It's lonely and empty without you!  http://yfrog.com/3o3zxoj
sadness,Just heard a single i had been waiting MONTHS to hear....and...im disappointed.
sadness,"wanted greg pritchard to go through     what a silly, sobby and hopelessly dull little girl hollie steel is?"
sadness,"Lost his favorite thing he loves to always have on him, his story of the year Key Chain.."
happiness,"Going shopping  Then Sunday dinner, round two :p"
sadness,@Crimsondreamer no bueno.  hollykins needs to feel better asap.  p.s. i miss you.  you done with uni soon aren't you?  SOPROUDOFYOU.
happiness,@grahamguy more coffee
sadness,@yelyahwilliams Noooooooooooooooooooooooooo! You can't do that
happiness,had a lovely breakfast with mum...yummy pancakes
sadness,@annejsimmons Just the mother of all bad days
sadness,"i miss him  ALOT but im not gonna talk to him, i HOPE"
happiness,"Played  Friendly Gm today(Bulgaria). Def. is on pt., offensively, still working on timing.  Israel on Sun. Gotta cut 2 more players."
happiness,Congratulations to Manny &quot;Pacman&quot; Pacquiao! You've made every Filipino proud of being a Filipino!
sadness,@itstayloryall Im so sad we missed you at Family Reunion!!
happiness,omg  @nicolekennedy i found it  thnx
sadness,"I might be a snob, because my friend-follower ratio is 6"
happiness,@elle6503 Woo Hoo.!  I made it to one of your Favorites!  See.... Monday's Rock!!
happiness,"OK. Happy Star Wars Day, everyone. As they say, May the 4th be with you"
happiness,@hobgoods- yeah i went to satellite beach today and it was flattt  it was good for skimming though.
happiness,"ahh, juz got a new Rapidshare account that lasts till Oct 09. 10gb download limit daily"
sadness,"@CCNKAddict I know... it just falls right at 1pm my time, like right in the middle of the day"
sadness,I think I may cry. I just sold my 97 civic. Its no longer mine.
sadness,@lilmo4ever I'm So Mad I Wont Be There!!!!!!!!! UGHHH!!!
sadness,"@SamGrierson awwww....    , ah well at least I can sober up for a week or 2 and possibly get to the gym.....u gonna make music live? xx"
happiness,its gonna be a beautiful day!
sadness,@natalietran I don't like the term &quot;partner&quot; when it comes to relationships. It's too business like so that's my ugly word of the day
sadness,@flutters_bye no you didn't send pics. I was supposed to go with but shit got all fucked up.
happiness,Has had a really good bank hoilday
happiness,........ Lala.. Little girl! I love these new songs!  @HiPPiEHO Iï¿½ve answered u ^^ Love to all you freaky twitter guys ;D
happiness,Nungguin my Sista in law lahiran di RS Asih...kayaknya sih sore ini lahiran. Yeayy another baby girl in the family
sadness,@sharkattack44 i wish there was an &quot;i like&quot; option (like fb) for things like this
sadness,at least 3 more days
happiness,@AshleyTaylor_x3 you are too sweet girl!! My food was soooo good
happiness,@TheSUPERGIRL Extremely excited! i'm 15 days behind you
happiness,"For US tweeps, don't forget to call your mom today..."
happiness,Fab sunny day
sadness,@kateesslemont i tried. and failed
happiness,@snowded nice one
happiness,"3 live p2v migrates, 5 vmware vsp exams, and a magento config, a quiet weekend at party central"
sadness,"Going to group therapy session, can't wait to spill my guts... Ha ha ha"
happiness,"@lrpw1302 hey ty for tip, wifi networking is one if my many talents  I'll get on it when I can be bothered LOL"
sadness,it's official- the Twilight Saga has ended...*sigh*...my life is empty!
happiness,"@jordansgirl81 they can be a drag,,but for the most part they come in HANDY  hee hee"
happiness,@sarahblevins3 i know!!
happiness,@YatPundit oooh OK. thought I was losing my MizMind
sadness,HR says ca is taking more tax out of my checks.
happiness,is going to watch the two davids. yey
sadness,"@BonDean Sad thing is that I wanted to work there for years, it was my dream job. Was crushed when I saw how crappy it was. Still bitter"
sadness,Wish I was in Chicago.
happiness,"Barack Obama is a legend, just watched his dinner speach, it was pretty funny"
sadness,another rainy day
sadness,At my rehearsal...gonna miss the game  please keep me updated! Go Nuggets!
sadness,Just talked to @samgrover's cute grandma on the phone.  She only speaks Hindi-not my best language-but somehow we manged
sadness,"@sophieveronica Ha-ha abbreviate it , so it's not so bulky"
sadness,@Savfortomorrow I thought I was doing pretty good; I guess not. Bummer.
happiness,Getting a little mowing the grass in this evening!  fun
sadness,"@angelicaaa workies with dad?  aw that sucks working on saturday morning. I'm about to study, when are your exams?"
happiness,@MC_Craig_G Hope your enjoying the money..it's looking real good to me right now
happiness,@jessejane looks to be a great morning already!
sadness,Got a bad headache
sadness,"I am writing the most boring part of my paper. Hmm. The sun is shining and I do not feel like working on this, however I have to"
happiness,"@VeritasUnae Ahh that's fun  I had work last night, a party after, went to the movies today to see Wolverine. Was a good weekend"
happiness,Hey @robluketic &quot;keep clear&quot;   (robluketic live &gt; http://ustre.am/2w5v)
happiness,@QUEENKAK oh thank you thank you! Was hoping the video will be online
sadness,"http://twitpic.com/61ov1 - @martinhiggins  i ahte stress, its supposed to be friday! it makes me wanna cry"
happiness,Chilling feeling really nice..
happiness,@miss_om &quot;If I should paint my fingernails green- oh and it just so happens I do paint them green...&quot;  Marvelous
happiness,Happy Star Wars Day - May the 4th be with you
sadness,I ripped my favorite pair of jeans.
happiness,@VisitGalena - we wouldn't miss it for the world!  ICCVB meetings @VisitPeoria Mon-Wed....  the fun is just beginning
happiness,its my birthday.....happy birthday to me!!!!
sadness,Too bad the Red Devils.. disappointing to say the least
sadness,@haldira awww too bad I won't be there - I'd entertain the thought of entering
sadness,I wasn't sore yesterday. But i'm definitely feeling those hills now! My legs hurt all the way up to my booty. Its a good hurt
happiness,"good day, ya'll! happy mom's day!"
sadness,"First my work computer, now my home laptop is fucked."
happiness,@xo_nessa Hiyaaa hannah asked me if i wanted to come to Girls Aloud  i wil see if i can skank some money somwhere is it ï¿½33 you need?
happiness,I get to drive my dad to the airport so he can fly to Vegas for the WSOP... I wanna go to Vegas...
happiness,just about to say goodbye to @karenbrady and @agneslikaite two of the best interns that Elevate have ever had
happiness,hi @blowmefool thanks for the follow  good luck with your friend? ha
happiness,"Ps Brian just announced his message title, &quot;what is in you will flow from you&quot; My friend replied &quot;cheescake??&quot; Ha!"
happiness,Yes... today is Star Wars Day!    May the 4th be with you!
happiness,"just finished watching &quot;Role Models&quot; (hilarious), and debating whether to go to 251. Hmmm..."
happiness,"It is certainly spring in Vail, Co.  It is raining and snowing!  Doesn't mother nature know the mountain is closed for the ski season!"
happiness,@igortizz hahahahaha u look really good in ur picture
happiness,@Scarlettx3 omg i forgot about that! you lucky thing! hope you have fun!!  x
happiness,"@Sanazypoo OMG!! Hahaha! I thought you were joking about Twittering that, hahaha!! Awesome, good times were had by all"
sadness,rec game....trying not to cry...the pain is to much..i need him...can't lose him &lt;/3...my heart is breakingg
happiness,@jordanknight Please wish your wife Evelyn a Happy Mother's Day for me and tell her I hope that she has a wonderful day. Spoil her today.
happiness,@chrisfullman I would never do such a thing!  The only thing more awesomerer is the 15 minute walk to work
sadness,I feel actual heartbreak.. @Levanah_Gates last night  x
happiness,@ahhrjay useless tweet! LOL jk yay!!! You're coming tmr! How long u gnna be in phils for  ?
happiness,@peternomad Thanks! I know.
happiness,"@Ethan2Rock Thanks for the heads up, Ethan. Watching it now"
sadness,@eddyizm Do you not like turtles?
sadness,Ewww just printed my new I.d badge thingie 4 work n eww my picture. I took so many n they were all ugly
sadness,Sad to say bye bye to these beautiful mountains.  http://twitpic.com/675ks
happiness,@GriffReviews LOL yea I know! I'm almost done with my semester this week  yay!!
happiness,@SarrahRae HAHAH you know you loved the hannah montana movie  it was aweesome
happiness,"Shopping, grandparents, dinner with the bf  woop"
sadness,He didnt leave a voicemail..  -121908inlove(:
sadness,"ok, son in bath, so gonna see if I can find some quick quotes.  Gonna miss ya'll this weekend. I'm already gettin sad"
sadness,@chescaaaaaa  yeaaaahh.
sadness,im gonna fail this test miserably in history
happiness,"grrrr, cant even enjoy this b-e-a-utiful day! have to finish that -damned essay for philosophy"
sadness,Feeling bad for @taylorshockley profile pic
happiness,@Kitty4Peace how fun!  where is the twitpic! I had purple hair once...
happiness,@r_city tell brandon I said hi!!
happiness,Happy Star Wars day
sadness,Starving. And Alyssa's mom would bring her subway.
sadness,Just been asked to sing yet again....aha. coffee mornin this time. psychology past questions&amp;revision suck!
happiness,A new week = new legend to make.
happiness,tired and all i want to do is play random songs on my gitwar but i have to do my drama essay.
sadness,"Everytime still holds horrible, horrible memories for me though."
happiness,Going to the gym early trying to get back in shape again. My husb got me a gift cert to swim w/ Dolphins for my BD.  Need muscles!
sadness,&lt;--has no internet for the weekend
sadness,"@dan87 where have you been, child? i miss you, we haven't msned in days!"
happiness,"Done at Disneyland, kid's knocked out, stopped by the hotel bar and grabbed a grey goose &amp; tonic on the way up...peace"
sadness,@mssbxny artery tomorrow. No more Hagen Daz for me
happiness,@joyee0720 Thanks PP!
sadness,In the bus... Almost an hour late because of my crappy alarm clock  should be in Leeuwarden at about 9:45
sadness,Sometimes I wish I was a warden
happiness,@PhreshlyPhaded Oh wow  Thanks for the info.
happiness,"Happy sunday, beautiful day in London... off to meet Chergo for breakfast  xx"
happiness,"Enjoyed this week off work, back next week"
happiness,watching a movie and rocking my baby kitty who is asleep in my sling hanging from my neck. So cute
sadness,@danecook Sooo SAD I will miss you here in San Diego!!!
happiness,@MusicalChilly Thank you and u too lady!!!!
sadness,"@SookieBonTemps ooc: thanks! Ugh...what a bad, bad day I've had. Damn @Twitter."
sadness,even though everyone wanted to do a newish song and our teacher agreed :S old grumpy doesn't like us happy  haha
happiness,@promisetangeman you are such a beautiful bride! you're gonna love the married life. it absolutely rocks! congrats to you both.
sadness,saddest celeb story of the week  http://bit.ly/h09Ph
sadness,@Mulla8285 Oh noooooo!!!      I'm so sorry!!  That sucks hard!
happiness,@Praxilla My kids count down the days till Saturday. I hope it's something they remember all of their lives!
sadness,Sorta needs to somehow forget that its E3 in LA practically during my ethics exam and self-imposed revision time.
happiness,"I just put my TV on the Canucks game and they score  yaay come on VanCity baby (I know, I can't believe I'm watching hockey either)"
sadness,roughnight
sadness,Livin on ur own iznt nice at all. I miss my mum
sadness,youtube not working
sadness,It`s such a romantic novel!! I cried in the end  Now I`m going to bed. I`m so tired.
sadness,@saytri lol exams i didn't go to mcast or other school i finished form 5 and that's it soo disappointed in myself
sadness,@zwriter Your missing qualifying  I think David Reutimann is leading with a 22.96 ....
happiness,Morning twitts heading home  had a great sleep over w. my bf Tennille!
sadness,@reverieBR That sucks. I hope you find a new job soon
happiness,@devyra haha i love both of them too  hmm.. lol i'm in need of some good bands too
happiness,"ang payat ko na, yes! hoping to go down to my Melbourne weight from last year  http://plurk.com/p/su622"
sadness,Blackout in the city is never good
happiness,I am officially a kindergarten cop
sadness,"@AmandaMallard i'm not at chaseton's either  please don't die, my heart will be really sad"
sadness,@marisatangorra it because your handwriting isnt on any of them. and everyone is making fun of me because im sitting by myseld in the lrc
sadness,i dont wanna miss the laker game tonight! i'm so sad
sadness,No one wants to sit with me at lunch  I guess I'll just bury my head in my laptop and continue to be anti-social.
happiness,"@VernaeWilliams @LanceDrummonds you two are hilaaaaarious, I love it. Vernae where have you been  ?"
happiness,subway  im going to get subway....  love it! ate it often when i was in new zealand....
happiness,Is FINALLY having dinner... At Nishiki Sushi!
happiness,@everyboy  give them my best!
happiness,Woot. just had my interview! went awsome! I didn't get to talk with Mr. Johnny thought...  oh well I still did really good!
sadness,@RachelLock22 ohh thursday i have exams.. all day  what about wednesday ?
sadness,@AsaCavalli wish I was there wit you. Some other friend of mine r down there as well.  This weekend I'll be working
sadness,@kevholditch It's NOT good.  1 of our directors said we could go home and the other said back to work  boo! It was good while it lasted.
sadness,Idk i cant do shit
sadness,not really in the twitter mood today... i don't know what to do
happiness,@commonsense4 Thanks! I appreciate it  I know my unsubscribe list will grow tomorrow LOL
happiness,"#bgt Aw bless her, my stomach sank when she first whimpered but good on her for trying to carry on. That's nice of Simon to take charge."
happiness,Omg i just seen the sun and the moon in the same place  this disproves my theory that they are the same person
happiness,Just Decorated Moms Room While She Was Asleep For Mothers Day  She'll Wake Up To A Banner And Balloons! Woo!
sadness,"@tahninial nothing, they make it up, last time i checked a jar of curry sauce there was no pepper inside, i was disappointed"
happiness,Goodbye sex in the city  let me hurry and give mi cuz that paper work @lailashah !!! Have 2 have summer in BK !!!
happiness,I received some excellent birthday presents!  Party was the usual success.
sadness,"@sky14kemea Yea, us 3 and Max @jenrolton Poor Trivun"
sadness,hello..aint been tweetin all day cuz i had 2 switch things over 2 da new place. (exhausted and sick)
sadness,Field day.... Gt class...not winning...
sadness,@hojomo im having trouble finding really yummy egg free ice-cream   #favoriteicecream - got any recommendations anyone?
happiness,@Xlex Glad you are happy!
sadness,"me and chloe are drinking away our sorrows, Dreambears SO should've got through"
happiness,waitin for dr dee.... had lunch with my beautiful lady  before that i was on the gym ... ( yeah need to loose 10 more  )
sadness,http://tinyurl.com/nqudrt - Hurt my finger at work
sadness,@BigzFlygerian sorry but I'm not impressed in the slightest b/c u don't eat pussy..more like saddened and confused
sadness,has had the flu pass unto me by andy...went shopping and got fresh chicken for chicken soup...but no d&amp;d this sat ...is a sad panda
happiness,Good Morning Tweeters... Happy Monday!  Grab a big cup of coffee it's a new week
happiness,Ah wokking was great. You could eat as much ice cream as you what. I never eat so much ice cream in my life...
happiness,"@utterhip Well, just catching my little piece of it - but I'm all for sharing"
sadness,@jflutie u never sent me carrie. ur an asshole. but an asshole that i miss
sadness,@davidismyangel is enough time!! (if i get into VIP!) but i know that doesn't make up for it  at least they'll have each other!
sadness,@julierubes I won't be at the game.  Found out too late.
sadness,i give uppp a hour of tryin to tlk to @mitchelmusso  i love him but my minutesss lol
happiness,@betscrr finally a pic! cya in like 16 hrs haha
happiness,happy mothers day to all the yummy mummies on twitter
sadness,So I thought the Cavs would crush the Magic and I come home from up north to realize how wrong I was.
happiness,"Thanks for the concern, guys. A few stitches later, all is well. Whew."
sadness,"@RetroRewind i have to wok a nite shift tonite so will miss it  please DM me, i promise i wont tell anyone else ;0) !!!"
sadness,Back at home. At the moment Iï¿½m speaking to my aunt on the telephone and Darius is neighting in the backround... Miss my little horse
happiness,"@NeilDavidson happened about three weeks ago. Why, is there a serial card fraudster on the loose?"
sadness,"@n_dubbs curse you, igloo dwellers!!"
sadness,@RedBaff I have popcorn and fruitcake now...but it's just not the same as Chocolate
happiness,@Jinxie_G yup - that's where I watch all my movies
happiness,@nice_argie Yes I am
sadness,@mraeannon thank u!! I know I'll miss u too  Ill take pics as soon as I get there I need your email txt it to me or something
happiness,"@LittleFletcher I saw the play of it here, it was amazing"
happiness,"coach says have come along way, faster that alot of people  oh yeah whos the man. ohh very sore"
sadness,lost some $ at work....nt happy right now    --SLOANSTER--
sadness,@ludwikc broken  I can't c it
happiness,@Chambers_ Hahaaaha
happiness,http://twitpic.com/4we51 - summer is here.
sadness,"SPGridView is looking prettier, but I'm pretty sure my code is very ugly."
happiness,and we have mega sunshine this morning!!!
sadness,@joiskol  being in your room makes me sad.
happiness,Nobody ever @mandagh' s   makes me sad
happiness,instant-messaging with two of my favourite conversation guys
happiness,"Aarg, looks like I have to go home to Vegas this weekend. So much for Maker Faire"
sadness,saw a dead bird on my way to work!what a kind of day to start?! Poor little bird!
happiness,hmm i dont know what to do today....cause im done with school...and it feel great
sadness,"has a headache. wants to go out but doesn't think it's worth it, maybe, i don't know"
happiness,Going to @LittleSkillet for lunch today with @earth2andy. Who's in? I still need to hit the ATM.
sadness,"Today is a sad day for Tucson: http://tr.im/mQ39 I shall miss the sour cream apple pie, fondue, and separate seating for groups with dogs"
happiness,Ahhhhh now If You Go Away  by @nkotb is on @retrorewind YAY my other fav song of theirs
happiness,"@timhahnproject Heh.  When I moved into my house Pius was having a pep rally, so there was cheering and a band."
happiness,"You know you're up too late when the TCU nightly scan starts! Oh well, I graduated today"
sadness,@say_stephanie im so pissed i couldnt make an instore at hot topic in the rockaway mall to see @nicksantino.  haha no he wont.
happiness,"Had a blast, babe. Thanks joe. &lt;3  i love everyone! Tyler...happy birthday."
sadness,nothing good on TV
happiness,Going to bed! Happy mother's day for every mom here!
happiness,"is sipping OJ in the sun in San Pedro at La Soberana again, with sunny smiley Nita...  The garlic tomato paste is delicious! Yummy!!!"
sadness,"@frogworth hey, have a great gig! We'll have to do exchange of tracks via ze emayal  I'm all lost in loops right now and still writing xx"
sadness,"Alexxx Im gona miss you today. Im so sad, noooooooo"
sadness,"@ACMcWhale really good, but it's definitely not a 12's. So many people getting burned alive"
happiness,@BrunnaXO don't be worried! I'm safe and sound!  &lt;3 you!
happiness,"@saltyshutter cool beans, yeah man - no prob at all"
happiness,So so happy to be with @theblackqueen - she even makes doing laundry wonderful
sadness,Kill me now I'm so sick    n it's Friday night!!
sadness,@kujakupoet My computer got screwed to hell by viruses. I just finished wiping the drive and reinstalling Windows XP  I want a Mac...
happiness,just finished baking some cinnamon rolls   soooo yummy!
happiness,@sdelighted Oh yay! Glad you are there and having fun with the baby.
happiness,@redrobinrockn next one for you!
sadness,home with chocolate and peanut butter. stupid kids on my bus ruined my yearbook
sadness,"FreeSat's coverage (Sky dish) is really, really bad at the moment, blocks all over the place, really annoying!"
happiness,Strawberry margaritas + baked stuffed shrimp =
sadness,@santojay They assume you won't be able to afford traveling anymore now that you've got a contract with them
sadness,Round two of Vega: Vanilla Chai flavor.  Just realized that I have only 45 days left
sadness,So bored.... couldn't go to a-kon...
sadness,damn...plans were canceled.....another friday night at home
sadness,"@lanceschmidt Yeah I was kinda bummed, but tell them I'm gonna miss them too! I loved your class! You guys made student teaching fun."
happiness,"@lopezwilfred Yeah, of course!"
happiness,first night sleeping in my new home
sadness,ugh... my back is killing me.
sadness,oasis or ribena? toughest decision everrr
sadness,I can't sleep!!  epp someone is awake and it scared the crap outta me!
happiness,"// happy Star Wars Day everyone, May the 4th be with you"
sadness,Why the fuck can't I be over this ??? I feel like crying bit I realy don't want to  why is this bothering me sooooooo much !?
sadness,@OpheliaPunk i wish i wasn't all  bummed but i kinda am
happiness,@bunnyrenee thank you
sadness,I MISS TUGGER AND MISTO  last night was amazing&lt;3 i was so close to them :')
sadness,feels not good at all
happiness,@Lizzs_Lockeroom Maybe   But you start to really like a team after living 12 years in the city.  Was there for 2 Cups.  Awesome!
happiness,off to a date with vaahedh! -_- well...atleast its the last one
sadness,@agoodeye I am soooo disapoointed I couldn't make it  I will be there next time! Glad it was productive.
happiness,@PITCHERPARK i want her more on Survivor!!
happiness,@opalbonfante Wonderful! Let me know what you think. Not light reading
sadness,my girl friend also dropped me
happiness,"Good show, sleepytime. Goodnight moon"
sadness,really am sorry becauseI was looking forward to it.. thought itd be fun  and u wanted to hear it.Iowe u a beer.
happiness,Eww its gross here &amp; a lady keeps looking at me weird  ha ha but another smiled &amp; asked me if i was in their company..me in the army? LOL
sadness,"I was supported to do things I didn't like,, n when I was about to do what I intrested in,, mom always refused it..."
sadness,"Jeff can't get his visa in time to come visit me!    I'm so sad.  In other news, I'm going to Lapa tonight to samba the night away."
sadness,@xMyLifesAStoryx rob got lucky that game he beat me 209-205
happiness,@GinJam it was an adventure to say the least. I've been to nicer parts of Norf London but will stick with the south for today
happiness,@EsmeACullen AWWWWWWW you totally rock...I felt all  and now I'm the happiest girl eva!
happiness,time to get ready for work
happiness,"@wolfie_Rankin yep to you buddy  long time no talk, hows things and i see your cat still like sinking fangs into your ankle lol"
